TailNumber,Origin_Airport_Name,Origin,Dest_Airport_Name,Destination,Departure,Arrival,Duration,Diverted,FWServiceName,ManufactureName,Model,State,NoFlightRecords
N111PV,Phoenix Sky Harbor Intl ,PHX,McCarran Intl ,LAS,2/5/2020 2:14:00 AM,2/5/2020 3:15:00 AM,61,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Phoenix Sky Harbor Intl ,PHX,2/4/2020 11:35:00 PM,2/5/2020 12:34:00 AM,59,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,McCarran Intl ,LAS,2/1/2020 4:02:00 PM,2/1/2020 5:23:00 PM,81,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,2/1/2020 11:51:00 AM,2/1/2020 1:14:00 PM,83,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,2/1/2020 12:13:00 AM,2/1/2020 1:43:00 AM,90,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,San Francisco Intl ,SFO,1/31/2020 8:20:00 PM,1/31/2020 9:07:00 PM,47,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,1/31/2020 5:22:00 PM,1/31/2020 6:47:00 PM,85,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Van Nuys ,VNY,McCarran Intl ,LAS,1/30/2020 5:09:00 PM,1/30/2020 6:08:00 PM,59,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Van Nuys ,VNY,1/30/2020 12:53:00 PM,1/30/2020 1:46:00 PM,53,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,So California Logistics ,VCV,McCarran Intl ,LAS,1/29/2020 7:29:00 PM,1/29/2020 8:15:00 PM,46,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,So California Logistics ,VCV,1/29/2020 4:56:00 PM,1/29/2020 5:37:00 PM,41,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Bob Hope ,BUR,McCarran Intl ,LAS,1/25/2020 2:55:00 AM,1/25/2020 3:45:00 AM,50,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,Bob Hope ,BUR,1/24/2020 11:37:00 PM,1/25/2020 12:56:00 AM,79,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,1/24/2020 8:36:00 PM,1/24/2020 9:57:00 PM,81,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Chino ,CNO,McCarran Intl ,LAS,1/24/2020 3:19:00 AM,1/24/2020 4:02:00 AM,43,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Chino ,CNO,1/24/2020 12:21:00 AM,1/24/2020 1:07:00 AM,46,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Van Nuys ,VNY,McCarran Intl ,LAS,1/22/2020 6:10:00 AM,1/22/2020 6:58:00 AM,48,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Van Nuys ,VNY,1/22/2020 3:45:00 AM,1/22/2020 4:43:00 AM,58,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Laughlin/Bullhead Intl ,IFP,McCarran Intl ,LAS,1/22/2020 1:11:00 AM,1/22/2020 1:34:00 AM,23,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Laughlin/Bullhead Intl ,IFP,1/21/2020 10:13:00 PM,1/21/2020 10:32:00 PM,19,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,1/21/2020 4:37:00 PM,1/21/2020 6:08:00 PM,91,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,San Francisco Intl ,SFO,1/21/2020 1:05:00 PM,1/21/2020 2:01:00 PM,56,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,1/21/2020 10:17:00 AM,1/21/2020 11:44:00 AM,87,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Bernardino Intl ,SBD,McCarran Intl ,LAS,1/20/2020 1:53:00 AM,1/20/2020 2:33:00 AM,40,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,San Bernardino Intl ,SBD,1/19/2020 10:55:00 PM,1/19/2020 11:46:00 PM,51,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Jose Int'l ,SJC,McCarran Intl ,LAS,1/19/2020 12:50:00 AM,1/19/2020 2:09:00 AM,79,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,San Jose Int'l ,SJC,1/18/2020 9:20:00 PM,1/18/2020 10:53:00 PM,93,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Bernardino Intl ,SBD,McCarran Intl ,LAS,1/18/2020 2:48:00 PM,1/18/2020 3:37:00 PM,49,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,San Bernardino Intl ,SBD,1/18/2020 12:09:00 PM,1/18/2020 12:57:00 PM,48,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,McCarran Intl ,LAS,1/18/2020 12:15:00 AM,1/18/2020 1:29:00 AM,74,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,1/17/2020 9:01:00 PM,1/17/2020 10:24:00 PM,83,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Bob Hope ,BUR,McCarran Intl ,LAS,1/17/2020 2:48:00 PM,1/17/2020 3:40:00 PM,52,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Bob Hope ,BUR,1/17/2020 11:36:00 AM,1/17/2020 12:45:00 PM,69,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Diego Intl ,SAN,McCarran Intl ,LAS,1/16/2020 6:55:00 PM,1/16/2020 7:59:00 PM,64,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,San Diego Intl ,SAN,1/16/2020 3:51:00 PM,1/16/2020 4:59:00 PM,68,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Bob Hope ,BUR,McCarran Intl ,LAS,1/15/2020 11:48:00 PM,1/16/2020 12:40:00 AM,52,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Bob Hope ,BUR,1/15/2020 7:29:00 PM,1/15/2020 8:31:00 PM,62,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Oxnard ,OXR,McCarran Intl ,LAS,1/12/2020 11:44:00 PM,1/13/2020 12:43:00 AM,59,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Oxnard ,OXR,1/12/2020 8:15:00 PM,1/12/2020 9:34:00 PM,79,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,1/10/2020 2:39:00 AM,1/10/2020 4:04:00 AM,85,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,San Francisco Intl ,SFO,1/9/2020 9:45:00 PM,1/9/2020 10:30:00 PM,45,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,1/9/2020 6:45:00 PM,1/9/2020 8:13:00 PM,88,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,1/8/2020 7:12:00 PM,1/8/2020 8:43:00 PM,91,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,San Francisco Intl ,SFO,1/8/2020 2:42:00 PM,1/8/2020 4:29:00 PM,107,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Montgomery-Gibbs Executive ,MYF,McCarran Intl ,LAS,1/7/2020 10:25:00 PM,1/7/2020 11:22:00 PM,57,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Montgomery-Gibbs Executive ,MYF,1/7/2020 6:32:00 PM,1/7/2020 8:15:00 PM,103,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Bob Hope ,BUR,McCarran Intl ,LAS,1/7/2020 3:08:00 PM,1/7/2020 3:57:00 PM,49,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Bob Hope ,BUR,1/7/2020 11:06:00 AM,1/7/2020 12:08:00 PM,62,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Tucson Intl ,TUS,McCarran Intl ,LAS,1/4/2020 8:55:00 PM,1/4/2020 10:25:00 PM,90,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Tucson Intl ,TUS,1/4/2020 5:39:00 PM,1/4/2020 6:56:00 PM,77,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,McCarran Intl ,LAS,1/4/2020 1:57:00 AM,1/4/2020 3:13:00 AM,76,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,Reno/Tahoe Intl ,RNO,1/3/2020 11:41:00 PM,1/4/2020 12:26:00 AM,45,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,San Francisco Intl ,SFO,1/3/2020 7:19:00 PM,1/3/2020 9:07:00 PM,108,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,1/3/2020 3:44:00 AM,1/3/2020 5:09:00 AM,85,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,San Francisco Intl ,SFO,1/3/2020 1:01:00 AM,1/3/2020 1:46:00 AM,45,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,1/2/2020 10:05:00 PM,1/2/2020 11:41:00 PM,96,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,12/28/2019 1:22:00 AM,12/28/2019 2:55:00 AM,93,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,San Francisco Intl ,SFO,12/27/2019 9:25:00 PM,12/27/2019 10:11:00 PM,46,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,12/27/2019 6:34:00 PM,12/27/2019 8:05:00 PM,91,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,San Francisco Intl ,SFO,McCarran Intl ,LAS,12/25/2019 7:31:00 PM,12/25/2019 9:09:00 PM,98,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,Reno/Tahoe Intl ,RNO,San Francisco Intl ,SFO,12/25/2019 4:32:00 PM,12/25/2019 5:20:00 PM,48,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N111PV,McCarran Intl ,LAS,Reno/Tahoe Intl ,RNO,12/25/2019 1:58:00 PM,12/25/2019 3:24:00 PM,86,False,AIRMED INTERNATIONAL LLC,BEECH,200,Alabama,False
N1544V,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,3/17/2020 6:10:00 PM,3/17/2020 7:09:00 PM,59,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,3/17/2020 3:25:00 PM,3/17/2020 4:35:00 PM,70,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,3/16/2020 10:39:00 AM,3/16/2020 11:51:00 AM,72,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Austin-Bergstrom Intl ,AUS,Mc Allen Miller Intl ,MFE,3/16/2020 8:35:00 AM,3/16/2020 9:54:00 AM,79,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Austin-Bergstrom Intl ,AUS,3/16/2020 7:34:00 AM,3/16/2020 8:01:00 AM,27,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Laredo Intl ,LRD,San Antonio Intl ,SAT,3/16/2020 1:32:00 AM,3/16/2020 2:08:00 AM,36,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Laredo Intl ,LRD,3/15/2020 11:21:00 PM,3/16/2020 12:01:00 AM,40,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Angelo Rgnl ,SJT,San Antonio Intl ,SAT,3/15/2020 1:10:00 AM,3/15/2020 1:55:00 AM,45,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,San Angelo Rgnl ,SJT,3/14/2020 10:28:00 PM,3/14/2020 11:15:00 PM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Angelo Rgnl ,SJT,San Antonio Intl ,SAT,3/13/2020 12:11:00 PM,3/13/2020 12:58:00 PM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,San Angelo Rgnl ,SJT,3/13/2020 9:06:00 AM,3/13/2020 9:59:00 AM,53,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Laredo Intl ,LRD,San Antonio Intl ,SAT,3/10/2020 11:44:00 AM,3/10/2020 12:23:00 PM,39,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Laredo Intl ,LRD,3/10/2020 9:40:00 AM,3/10/2020 10:21:00 AM,41,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Austin-Bergstrom Intl ,AUS,San Antonio Intl ,SAT,3/7/2020 1:25:00 AM,3/7/2020 1:47:00 AM,22,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Dallas Love Field ,DAL,Austin-Bergstrom Intl ,AUS,3/6/2020 11:26:00 PM,3/7/2020 12:18:00 AM,52,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Austin-Bergstrom Intl ,AUS,Dallas Love Field ,DAL,3/6/2020 8:56:00 PM,3/6/2020 9:46:00 PM,50,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Austin-Bergstrom Intl ,AUS,3/6/2020 7:36:00 PM,3/6/2020 7:55:00 PM,19,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Dallas Love Field ,DAL,San Antonio Intl ,SAT,3/6/2020 5:15:00 PM,3/6/2020 6:16:00 PM,61,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Dallas Love Field ,DAL,3/6/2020 2:01:00 PM,3/6/2020 3:07:00 PM,66,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Angelo Rgnl ,SJT,San Antonio Intl ,SAT,3/2/2020 10:22:00 PM,3/2/2020 11:10:00 PM,48,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,San Angelo Rgnl ,SJT,3/2/2020 7:30:00 PM,3/2/2020 8:23:00 PM,53,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Laredo Intl ,LRD,San Antonio Intl ,SAT,3/1/2020 3:50:00 PM,3/1/2020 4:31:00 PM,41,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Laredo Intl ,LRD,3/1/2020 1:49:00 PM,3/1/2020 2:30:00 PM,41,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Angelo Rgnl ,SJT,San Antonio Intl ,SAT,2/27/2020 4:29:00 PM,2/27/2020 5:13:00 PM,44,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,San Angelo Rgnl ,SJT,2/27/2020 12:52:00 PM,2/27/2020 1:42:00 PM,50,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,2/26/2020 10:20:00 PM,2/26/2020 11:22:00 PM,62,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,2/26/2020 7:48:00 PM,2/26/2020 8:47:00 PM,59,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,El Paso Intl ,ELP,San Antonio Intl ,SAT,2/25/2020 1:43:00 PM,2/25/2020 3:24:00 PM,101,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,El Paso Intl ,ELP,2/25/2020 8:18:00 AM,2/25/2020 10:44:00 AM,146,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,2/25/2020 3:28:00 AM,2/25/2020 4:30:00 AM,62,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,2/24/2020 11:43:00 PM,2/25/2020 12:43:00 AM,60,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,William P Hobby ,HOU,San Antonio Intl ,SAT,2/24/2020 9:48:00 PM,2/24/2020 10:41:00 PM,53,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,William P Hobby ,HOU,2/24/2020 8:20:00 PM,2/24/2020 9:07:00 PM,47,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,Mc Allen Miller Intl ,MFE,San Antonio Intl ,SAT,2/24/2020 5:12:00 PM,2/24/2020 6:10:00 PM,58,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
N1544V,San Antonio Intl ,SAT,Mc Allen Miller Intl ,MFE,2/24/2020 1:42:00 PM,2/24/2020 2:45:00 PM,63,False,AIRMED INTERNATIONAL LLC,BEECH,C90A,Alabama,False
